가게 이름,댓글,날짜,강수량,최고기온(℃),평균기온(℃),최저기온(℃),일조합(hr),일조율(%),일사합(MJ/m2),계절,날씨,ㅁ,눈
"멕시코,남미음식","도산공원 맥시칸 맛집 갓잇에 식사하러 왔어요. 푸~ 짐하고 먹음직스러운 플레이팅이 정말 마음에 들어요 . 과카몰리와 살사소스, 사워크림도 정말 맛있...",2024-04-14,0.0,29.4,20.8,13.6,11.7,89.3,24.93,봄,맑음,,
"멕시코,남미음식",진짜 신선하고 맛있어요..!! 소스를 직접만드시는건지 너무 조화롭고 맛있네용 건강한 한끼먹는것같아 좋습미당 ㅎㅎ,2024-07-06,2.8,30.0,25.1,22.1,0.1,0.7,6.84,여름,비,,
"멕시코,남미음식","갓잇 평소에도 좋아해서 자주 왔는데 간만에 와서 먹
으니 더 맛있고 너뮤 좋았어요!! 패밀리 세트 먹었는
데 양도 푸짐하고 아주 야무졌습니다 〰️🩵🩷",2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
"멕시코,남미음식",평소에도 타코를 자주 시켜먹는데 갓잇은 매장도 이 뻐서 직접 방문 후 먹는 재미도 있네요 ㅎ B세트로 시 켰는데 메뉴 구성 이 알차서 남1(초보돼지) 여1...,2024-06-15,6.1,28.2,24.2,21.8,3.4,23.0,15.71,여름,비,,
"멕시코,남미음식","커다란 문을 지나니 사막에나 있는 선인장 인테리어 가 돋보엿던 갓잇. 맛잇게 잘 먹었습니다. 과카몰리와 , 또띠아 리필도 너뮤 훌륭했구요! 다만 3인 세...",2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
"멕시코,남미음식","주기적으로 멕시코음식이 땡길때 방문하는 갓잇!!!
대체불가한 맛으로, 또띠야가 너무맛잇어요ㅎㅎ
매장인테리어도 귀여워서 데이트 장소로도 추천",2024-05-30,0.0,24.6,20.7,16.2,0.6,4.1,12.97,봄,흐림,,
"멕시코,남미음식",C세트 엔칠라다 먹었는데 너무맛있어요! 매콤해서 느 끼하지않고 잘 들어가네요 ㅎㅎ 다음에는 다른 메뉴 먹어봐야하는데 이거 또 먹고싶은 맛이에요! 1...,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
"멕시코,남미음식",갓잇 ‼️‼️‼️❤️❤️ 재료도 신선하고 너무 맛있어요 또띠 아도 구워서 따뜻하게 주시고 계속 리필 가능하고 나 머지 세개 소스도 다 맛있고 분위기도 아늑하...,2024-06-21,0.0,33.9,28.1,22.9,10.3,69.6,24.75,여름,맑음,,
"멕시코,남미음식",평소에도 타코를 자주 시켜먹는데 갓잇은 매장도 이 뻐서 직접 방문 후 먹는 재미도 있네요 ㅎㅎ B세트로 시켰는데 메뉴 구성이 알차서 남1(초보돼지) 여...,2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
"멕시코,남미음식",갓잇 맛있다는 후기를 워낙 많이 봐서 궁금했는데 첫 입 먹자마자 그 이유를 알게 되었습니다 너~~~~무 맛 있어요. 저희는 둘이 B세트 먹었습니다. 단백질...,2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
"멕시코,남미음식","음식 양도 많고 깔끔합니다 :) 세트종류도 많아서 먹
고싶은대로 음식을 고를 수 있습니다 ! 소스하고 또띠
야가 리필 안되는 곳이 많은데 리필도 가능해...",2024-07-06,2.8,30.0,25.1,22.1,0.1,0.7,6.84,여름,비,,
"멕시코,남미음식","너무 맛있어요~~분위기도 맛집~맛은 두말할것없구
요~ 첫 타코였는데 잘 설명해주시고 친절하셔서~기
분좋게 식사하고 가요♡",2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
"멕시코,남미음식","오랜만에 멕시코 음식..먹으니 너무 신났었음.
잘먹었고.만족함.",2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
"멕시코,남미음식","깔끔하고 맛있는 멕시코음식 먹을 수 있는 갓잇! 도산 공원옆에 있어서 접근성도 좋고, 인테리어도 너무 예 쁘네요~ 푸짐하게 즐길 수 있어사 좋아요! 고수...",2024-06-27,0.0,31.6,26.3,20.6,9.3,62.8,23.84,여름,맑음,,
"멕시코,남미음식",흐..메뉴나오자마자 눈이 돌아버려가지공 먹다 바로 찍었쟈냐여...🩷🩷🩷 플레이팅 완벽하고ㅠ맛 미쳤 어여.. 양도 푸짐하고 소스부터 하나하나 다 맛...,2024-04-19,0.0,24.3,17.6,11.5,10.4,78.2,23.5,봄,맑음,,
"멕시코,남미음식","맛있어요!
4인세트가 성인여자 4명이 먹기 딱 좋아요
남자4명은 부족할듯 ㅎㅎ",2024-06-25,0.0,27.2,22.9,19.1,10.7,72.3,25.24,여름,맑음,,
"멕시코,남미음식",B 세트 주문하여 먹었습니다. 믿고먹는 갓잇!!! 너무 맛있게 잘 먹었습니다. 다른 갓잇지점보다(제가 갔던 지점 중에서는) 더욱 깔끔하고 더욱 넓은것같...,2024-06-09,0.0,28.8,22.9,17.4,12.3,83.7,28.38,여름,맑음,,
"멕시코,남미음식","타코집인데 입구부터 세련되고 너무 좋았는데 음식도
넘 맛있더라구요~! 또 방문하고 싶은 분위기의 타코
집이었어요🤘😆 다음엔 가족들과 먹으러 오...",2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
"멕시코,남미음식","들어가는 입구가 너무 인상적이네요,,! 매장은 넓고 
대기는 20분 정도 하고 들어갔어요! 타코도 맛있고 직
원분들도 친절하세요!!",2024-06-14,0.0,33.0,26.3,21.4,9.1,61.5,24.24,여름,맑음,,
"멕시코,남미음식","와 너무너무 맛있고 양도 많아요
2명이라 세트 시켰는데 다 못 먹을 정도네요
재방문의사 있습니다",2024-05-24,0.0,24.7,20.1,15.7,4.7,32.6,20.51,봄,흐림,,
"멕시코,남미음식",또띠아랑 과카몰리 등 리필되는거 넘 좋아요!,2024-06-08,16.9,25.0,20.3,17.9,2.5,17.0,9.7,여름,비,,
"멕시코,남미음식",도산공원 TOP1 타코! 도산에서 가장 푸짐하고 맛있 어서 자주 찾는 곳이에요! 발렛도 가능하고 넓고~ 친 절하고! 4명이서 4인세트 먹었는데 정말 배부...,2024-02-15,10.9,11.6,4.5,0.6,0.9,8.3,2.71,겨울,눈,100.0,눈
"멕시코,남미음식",압구정 타코맛집 모든메뉴가 기깔나고 양 진짜 많아 요🍕 멕시칸 요리의 집합체 갓잇 토르티야 계속 리필 되는것도 만족스럽고 파히타나 타코는 양이적...,2024-02-23,0.4,6.1,1.8,-1.0,5.8,52.3,15.28,겨울,눈,103.0,눈
"멕시코,남미음식",타코 맛집이라 소문듣고 방문했어요 주말에 예약없이 와도 30분 안으로 웨이팅하고 들어왔어요 대신 음식 이 바로 나와서 좋았어요 재료도 신선하고 맛...,2024-03-31,0.0,17.7,10.6,3.4,10.1,80.2,22.79,봄,맑음,,
"멕시코,남미음식",친구들이 맛있다고 해서 왔는데 음식도 넘 맛있고 인테리어도 멋있고 좋네용💚🩷💚🩷💚🩷🦜🦜,2024-05-04,0.0,28.5,21.4,14.6,12.5,89.9,26.61,봄,맑음,,
"멕시코,남미음식","새우타코 너무 맛있어용!! 새우타코 완전 추천합니다
분위기도 쾌적해서 너무 좋아요",2024-06-19,0.0,35.8,28.8,21.4,13.0,87.8,28.25,여름,맑음,,
"멕시코,남미음식","2024.4.14 일 오후 5:30 정도 도착, 우리가 첫번째 웨 이팅. 2인은 생각보다 빨리 들어간다! 분위기 좋구, 음 식 빨리 나오는 편. 맛있고 만족하는데, 일하는 ...",2024-04-14,0.0,29.4,20.8,13.6,11.7,89.3,24.93,봄,맑음,,
"멕시코,남미음식",분위기도 좋고 음식도 맛있어요 선인장으로 인테리어 한게 독특하고 점심시간 시작 되기전에 와서 널널하 게 식사할 수 있어요 점심시간이 되니깐 아무...,2024-03-11,0.0,10.8,6.2,2.0,,,,봄,맑음,,
"멕시코,남미음식","문 열고 들어가면 바아로 이곳이 멕시코 비세트 시켰
는데 둘이 먹기 양도 많고 소스+또디아는 리필되서 
좋았어요!",2024-05-10,0.0,23.8,17.9,12.5,12.5,88.7,28.02,봄,맑음,,
"멕시코,남미음식","맛있고 구성 알차요 또띠아 계속 리필 가능해요 멕시
칸음식 좋아하면 추천하는데 전반적으로 불친절해요",2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
"멕시코,남미음식","대기도 1분밖에 안 걸리고 금방 입장해서 먹었어요!!
음식도 맛있고 좋아요!",2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
"멕시코,남미음식","양이 엄청 많고 맛있어요! 밥이 같이 나오는 B 세트는 
쌀이 한국 쌀이 아니라 향이 독특해서 호불호가 갈릴 
수 있을것 같아요. 아주 맛있게 먹었습니다😊",2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
"멕시코,남미음식",친구랑 압구정 놀러온 김에 맛집이라고 해서 와봤어 요!! 우선 첫인상은 가게가 정말 깔끔하고 분위기도 좋고 직원 분들도 친절하셔서 정말 좋았습니다...,2024-03-31,0.0,17.7,10.6,3.4,10.1,80.2,22.79,봄,맑음,,
"멕시코,남미음식",기대돼용✨✨✨✨,2024-06-27,0.0,31.6,26.3,20.6,9.3,62.8,23.84,여름,맑음,,
"멕시코,남미음식",매장이 일단 엄청 넓고 쾌적해요! 공원이 보이게 창이 탁트여있어요. 맛은 말할 것도 없이 맛있고 푸짐해서 좋았습니다~!,2024-04-12,0.0,24.2,17.2,12.0,9.8,74.8,23.59,봄,맑음,,
"멕시코,남미음식","압구정 놀러온김에 맛집 찾다가 발견! 상상 이상으로 
양이 많고 맛있으며 직원분들도 너무 친절했어요! 또 
방문각😝",2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
"멕시코,남미음식",제기 제일 좋아하는 타코집 갓잇 갓잇은 다른 곳과 다 르게 너무 헤비하지 않고 되게 프레쉬한 느낌이라서 타코 먹고 싶을땐 여기로 와요 진짜 너무 좋아...,2024-02-23,0.4,6.1,1.8,-1.0,5.8,52.3,15.28,겨울,눈,103.0,눈
"멕시코,남미음식","갓잇을 정말 사랑함,,,,,,,,도산공원점에서 처음 먹어보고 다른 지점으로도 몇 번 갔었는데 갈 때마다 맛있어요🥹💛💛💛💛💛💛💛💛💛💛💛💛💛",2024-05-12,0.0,21.6,16.6,11.9,11.4,80.9,28.91,봄,맑음,,
"멕시코,남미음식",양도많고 맛있었어요! 세트로 나오는 타코에 할라피뇨가 들어가있는건지 매워서 ㄷㅏ 못먹었네요 ㅠㅠ 보조배터리 짱짱한거 빌려주셔서 감사해용 ㅎㅎ,2024-06-03,0.0,28.7,22.2,15.7,11.2,76.7,29.95,여름,맑음,,
"멕시코,남미음식",온가족이 푸짐하게 잘 먹었어요. 주차도 편하고 좋았어요,2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
"멕시코,남미음식",단발머리 알바분 너무 불친절해서 불쾌하네요 질문을 하면 대답도안하고 퉁명스럽고 … 어찌 저런분이 알 바를해서 기분을 잡치게하는지 ㅎ 머리묶은 ...,2024-06-17,0.0,30.2,24.8,18.9,13.1,88.5,28.17,여름,맑음,,
"멕시코,남미음식","양이 많고 맛있어요!!
다음에도 또 방문할 의사 있습니당~!",2024-06-09,0.0,28.8,22.9,17.4,12.3,83.7,28.38,여름,맑음,,
"멕시코,남미음식","입구에서부터 문도 멋있고 음식 비주얼도 완전 푸짐
하네요👍🏻👍🏻👍🏻👍🏻 매장도 넓고 쾌적해서 좋았습니
다!!",2024-05-15,20.6,18.8,12.6,7.2,3.1,21.8,8.35,봄,비,,
"멕시코,남미음식","이곳 처움 왔는데 맛있어요
추천으로 먹어봅니다 
맛있어요~좋아요 또 올꺼같아요",2024-04-16,2.3,17.9,13.3,11.5,3.7,28.0,13.45,봄,비,,
"멕시코,남미음식","역시 갓잇! 연남에서도 자주 가서 먹었지만 도산공원
점도 맛있어요! 가성비도 좋구 멕시칸 먹을 때 오기 
좋은 곳이에요. 아, 주차가 편한거도 큰 장점!",2024-04-08,0.0,22.8,16.2,11.0,2.0,15.5,14.44,봄,흐림,,
"멕시코,남미음식",좋아하는 곳이에요 맛있습니당,2024-06-08,16.9,25.0,20.3,17.9,2.5,17.0,9.7,여름,비,,
"멕시코,남미음식",갓잇 정말 맛있어요. 그런데 직원분이 너무 불친절해 서 다시는 가고싶지않아요. 점심시간에 직장인들때문 에 바쁜건 알지만 너무 불친절해서 지인이랑 ...,2024-05-13,0.0,24.5,18.3,11.9,13.1,92.9,30.09,봄,맑음,,
"멕시코,남미음식",인기많은이유가있네요,2024-06-15,6.1,28.2,24.2,21.8,3.4,23.0,15.71,여름,비,,
"멕시코,남미음식","처음왔는데 맛있네용...
음식도 빨리나오고 양도 푸짐해여!!
갓잇맛집인뎡",2024-04-06,0.0,18.9,12.7,8.0,6.6,51.6,17.49,봄,맑음,,
"멕시코,남미음식",맛잇어요 갓잇 유명한 이유가 있네요 ㅎㅎ,2024-07-06,2.8,30.0,25.1,22.1,0.1,0.7,6.84,여름,비,,
"멕시코,남미음식",맛있고 매장도 너무 예뻐요!,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
"멕시코,남미음식",타코 양도 많고 맛있어요! 그리고 옆에 도산공원뷰라서 매장이 예뻐요! 다음에 또 먹으러 올래요!,2024-05-17,0.0,24.9,18.3,10.8,10.8,75.5,24.4,봄,맑음,,
"멕시코,남미음식",다양한 지점을 다녀봤지만 어딜 가도 만족스럽게 맛있어요 ㅎㅎㅎ 믿고 먹는 ‘god’잇!🤤🌮,2024-04-11,0.0,21.1,15.5,11.7,4.0,30.8,14.28,봄,흐림,,
"멕시코,남미음식","갓잇, GOD EAT ! 압구정로데오 타코 중에서 제일 고 급스러운 분위기, 깨끗 쾌적한 공간에서 맛있는 타코 를 푸짐하게 먹을 수 있어서 좋았어요 ! 압구정...",2023-12-29,0.0,4.6,1.3,-1.5,1.8,18.8,5.43,겨울,흐림,,
"멕시코,남미음식",매장도 예쁘고 음식도 맛있어요 대박!!,2024-07-04,3.6,30.6,26.8,23.2,3.4,23.1,18.81,여름,비,,
"멕시코,남미음식",B 세트 새우에 블루하와이 논알콜 먹었습니다~! 네이 버 알림 설정하면 또띠아 칩 서비스로 주시구요.(포장 ) 먹다가 또띠아랑 소스 부족하시면 리필해서 ...,2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
"멕시코,남미음식",지인 추천으로 갓잇 처음 타코 먹으러 왔는데 여자친구 너무 맛있어 하네요!!ㅎㅎ 다음에 또 먹으로 와야겠어용 잘먹었습니당👍,2024-05-12,0.0,21.6,16.6,11.9,11.4,80.9,28.91,봄,맑음,,
"멕시코,남미음식","최애가 멕시칸푸드인데, 타 프랜차이즈 대비 제일 현지맛에 가깝고 맛있네요~ 앞으로도 갓잇만 이용할것 같습니다.",2024-05-15,20.6,18.8,12.6,7.2,3.1,21.8,8.35,봄,비,,
"멕시코,남미음식","대기가 좀 있었지만 맛있어요~
고수랑 또띠아 소스가 추가돼서 좋아요ㅎㅎ",2024-06-12,0.0,31.8,24.8,19.2,11.3,76.9,27.73,여름,맑음,,
"멕시코,남미음식",너무너무 맛있게잘먹었오용~~~,2024-07-02,65.1,25.2,23.2,21.9,0.0,0.0,1.93,여름,비,,
"멕시코,남미음식",비주얼이 미쳤고 음료….. 파인애플이 나올줄이야… 논알콜이라 더 좋았어요 친구 4명이서 패밀리 시키고 양 추가추가추가 많이 먹고싶어서 다 추가추가...,2024-02-17,0.0,11.7,4.4,-1.2,8.7,79.8,15.33,겨울,맑음,,
"멕시코,남미음식",음식도 빨리나오고 너무 맛있게 잘 먹었습니다-!,2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
"멕시코,남미음식",메뉴구성이 알차네요~ 맛있게 잘 먹었습니다~!!,2024-05-25,0.0,24.7,21.4,18.7,2.3,15.9,17.34,봄,흐림,,
"멕시코,남미음식","남친이 또띠아를 좋아해서 왔는데 잘먹드라고여 ㅎ
예상 밖으로 넘 잘먹어서 좋네요 ㅎ
밥먹으로 잘 온거 같아요 ㅎ",2024-06-09,0.0,28.8,22.9,17.4,12.3,83.7,28.38,여름,맑음,,
"멕시코,남미음식","재료들이 신선하고 진짜 딱 맛있는 타고집이었어요! 워낙 유명한집이라 맛은 보장되어있는 맛집입니다. 다른 비싼 타코집들이 많은데, 여긴 구성에 비...",2024-01-16,0.0,4.3,-2.1,-7.2,8.3,83.8,11.86,겨울,맑음,,
"멕시코,남미음식","주말엔 웨이팅이 너무 길어 실패했다가 평일에 오픈 직후에 왔더니 바로 들어왔어요. 둘이서 세트로 먹으니 배부르고, 맛있어요. 매장도 예뻐요!",2024-04-26,0.0,26.0,17.8,11.4,10.7,78.7,23.74,봄,맑음,,
"멕시코,남미음식",회사 회식으로 방문했는데 양도많고 맛있었어요!!,2024-05-21,0.0,28.3,21.7,16.3,9.4,65.3,26.37,봄,맑음,,
"멕시코,남미음식","멕시코 음식을 풍성하고 맛있게 먹을 수 있는 집!
재미와 맛 둘 다 잡았습니다!
I GOD EAT!🫢",2024-03-30,0.0,15.6,8.8,3.0,5.4,43.2,16.07,봄,흐림,,
"멕시코,남미음식",아이랑 같이 갔는데 친절하시고 잘 챙겨주셨어요! 음식은 늘 맛있고 양도 많아요. 또띠아 리필되는게 특히 좋아요~ 화장실도 깨끗합니다 ^^,2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
"멕시코,남미음식",양도 푸짐하고 맛없는거 없이 다 맛있어요,2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
"멕시코,남미음식","너무너무 맛있었어요! 양도많고 맛도있고 음식도 빨
리나오고 따뜻하게 잘 먹었습니다! 특히 애플모히또
는 꼭 시켜서 같이드세요 깔끔한맛이 타코와잘...",2024-05-18,0.0,26.5,20.7,16.0,11.3,79.0,26.88,봄,맑음,,
"멕시코,남미음식",진짜 항상 너무맛있는 갓잇ㅜㅜ 보울 처음시켜봤는데 진짜 JMT입니다 3명이서가면 세트 하나에 타코하나 추가하고 저 보울 추가하세여 ㅜㅜㅜㅜㅜㅜㅜ...,2024-04-22,0.0,24.1,18.8,15.0,4.6,34.3,19.34,봄,흐림,,
"멕시코,남미음식","음식이 너무 맛있었어요! 타코를 처음 먹어보는 친구도 맛있다고 잘 먹어서 즐거운 식사 시간이였네요:)
다음에 또 방문할게요!",2024-04-14,0.0,29.4,20.8,13.6,11.7,89.3,24.93,봄,맑음,,
"멕시코,남미음식","갓잇도산의 메뉴대부분 너무 맛있어요~ 특히 감튀가 
완전 취향저격ㅎㅎ 타코도 맛있고~ 새우추가해서 맛
있게 세트 메뉴 먹었어요~ 담에 또 고고고!!!",2024-05-16,0.1,19.8,13.7,6.9,13.1,92.3,31.35,봄,비,,
"멕시코,남미음식",너무 맛나서 담에 또올게요 아갓잇 오예에에,2024-06-12,0.0,31.8,24.8,19.2,11.3,76.9,27.73,여름,맑음,,
"멕시코,남미음식",이미 유명한 갓잇!!! 처음 먹어보고 맛있어서 도산공 원점으로 방문해봤는데 역시나 맛있네요🤍 파히타 랑 타코 존맛이에요ㅠㅠ 감자튀김도 딱 내스타...,2024-01-28,0.0,3.8,-1.5,-5.0,8.0,78.4,12.52,겨울,맑음,,
"멕시코,남미음식",쉬림프 타코가 진짜 너무 맛있어요!! 5개도 먹을 수 있 을 거 같아요!! 매장도 너무 예쁘고 넓어서 데이트코 스로 적극 추천합니다!! 소스도 넉넉하고 한 끼 ...,2024-03-27,0.0,16.2,10.4,4.4,8.8,71.0,18.46,봄,맑음,,
"멕시코,남미음식",B세트 항상 먹는데 도산점은 처음인데 분위기도 좋고 친절하시고 b세트에 파히타에 새우로 시키세용!!!🤗💛,2024-06-04,0.0,29.3,22.8,16.3,13.5,92.5,31.17,여름,맑음,,
"멕시코,남미음식",너무맛있어요!! 직원분들이 다 친절하셔요 행복한 시간 보냈습니당💕,2024-06-19,0.0,35.8,28.8,21.4,13.0,87.8,28.25,여름,맑음,,
"멕시코,남미음식",토요일 오후에 방문했는데 바로입장했어요! 내부도 넓고 깨끗해요 친목모임하기도 좋을 것 같아요. 세트메뉴도 많아서 좋아용 ㅋㅋㅋ 맛있어요💗,2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
"멕시코,남미음식",도산공원점은 처음 와봤는데 자리가 넓어서 주말인데도 웨이팅 없이 바로 들어갔어요! 음식 맛있습니다 타코는 갓잇👍🏻,2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
